Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
,Petäjävesi Old Church,,,,,,,,,,,
,Verla Groundwood and Board Mill,,,,,,,,,,,
,Bronze Age Burial Site of Sammallahdenmäki,,,,,,,,,,,
,High Coast / Kvarken Archipelago *,,,,,,,,,,,
,Struve Geodetic Arc *,,,,,,,,,,,
,,,,,,,,,,,,
,France,,,,,,,,,,,
,,,,,,,,,,,,
,Chartres Cathedral,,,,,,,,,,,
,Mont-Saint-Michel and its Bay,,,,,,,,,,,
,Palace and Park of Versailles,,,,,,,,,,,
,Prehistoric Sites and Decorated Caves of the Vézère Valley,,,,,,,,,,,
,"Vézelay, Church and Hill",,,,,,,,,,,
,Amiens Cathedral,,,,,,,,,,,
,"Arles, Roman and Romanesque Monuments",,,,,,,,,,,
,Cistercian Abbey of Fontenay,,,,,,,,,,,
,Palace and Park of Fontainebleau,,,,,,,,,,,
,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",,,,,,,,,,,
,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",,,,,,,,,,,
